,artist,rank,title
5400,Salt-N-Pepa Featuring En Vogue,1,Whatta Man
5401,Domino,2,Getto Jam
5402,Snoop Doggy Dogg,3,Gin And Juice
5403,M.C. Hammer,4,It's All Good
5404,12 Gauge,5,Dunkie Butt (Please Please Please)
5405,OutKast,6,Player's Ball
5406,Shaquille O'Neal,7,I'm Outstanding
5407,US3,8,Cantaloop (Flip Fantasia)
5408,Queen Latifah,9,U.N.I.T.Y.
5409,Ice Cube,10,You Know How We Do It
5410,Shabba Ranks Featuring Patra And Terri & Monica,11,"Family Affair (From ""Addams Family Values"")"
5411,Tag Team,12,Whoomp! (There It Is)
5412,2Pac,13,Keep Ya Head Up
5413,Gang Starr,14,Mass Appeal
5414,Too $hort,15,Money In The Ghetto
5415,Jeru The Damaja,16,Come Clean
5416,Shaquille O'Neal,17,(I Know I Got) Skillz
5417,DFC (Duet With MC Eiht),18,Caps Get Peeled
5418,A Tribe Called Quest,19,Award Tour
5419,Eazy-E,20,Real Muthaphuckkin G's
5420,Ice Cube,21,Really Doe
5421,Wu-Tang Clan,22,C.R.E.A.M. (Cash Rules Everything Around Me)
5422,KRS-One,23,Sound Of Da Police
5423,Born Jamericans,24,Boom Shak A-Tack
5424,Snoop Dogg,25,What's My Name?
5425,Salt-N-Pepa Featuring En Vogue,1,Whatta Man
5426,Snoop Doggy Dogg,2,Gin And Juice
5427,M.C. Hammer,3,It's All Good
5428,12 Gauge,4,Dunkie Butt (Please Please Please)
5429,OutKast,5,Player's Ball
5430,Domino,6,Getto Jam
5431,Shaquille O'Neal,7,I'm Outstanding
5432,US3,8,Cantaloop (Flip Fantasia)
5433,Queen Latifah,9,U.N.I.T.Y.
5434,Gang Starr,10,Mass Appeal
5435,Ice Cube,11,You Know How We Do It
5436,Shabba Ranks Featuring Patra And Terri & Monica,12,"Family Affair (From ""Addams Family Values"")"
5437,Tag Team,13,Whoomp! (There It Is)
5438,Too $hort,14,Money In The Ghetto
5439,2Pac,15,Keep Ya Head Up
5440,DFC (Duet With MC Eiht),16,Caps Get Peeled
5441,A Tribe Called Quest,17,Award Tour
5442,Jeru The Damaja,18,Come Clean
5443,Shyheim,19,On And On
5444,Wu-Tang Clan,20,C.R.E.A.M. (Cash Rules Everything Around Me)
5445,Lighter Shade Of Brown,21,Hey D.J.
5446,Shaquille O'Neal,22,(I Know I Got) Skillz
5447,KRS-One,23,Sound Of Da Police
5448,Nas,24,It Ain't Hard To Tell
5449,Eazy-E,25,Real Muthaphuckkin G's
5450,Snoop Doggy Dogg,1,Gin And Juice
5451,Salt-N-Pepa Featuring En Vogue,2,Whatta Man
5452,M.C. Hammer,3,It's All Good
5453,12 Gauge,4,Dunkie Butt (Please Please Please)
5454,OutKast,5,Player's Ball
5455,US3,6,Cantaloop (Flip Fantasia)
5456,Shaquille O'Neal,7,I'm Outstanding
5457,Domino,8,Getto Jam
5458,Ice Cube,9,You Know How We Do It
5459,Gang Starr,10,Mass Appeal
5460,Queen Latifah,11,Just Another Day
5461,Queen Latifah,12,U.N.I.T.Y.
5462,Shabba Ranks Featuring Patra And Terri & Monica,13,"Family Affair (From ""Addams Family Values"")"
5463,Tag Team,14,Whoomp! (There It Is)
5464,Jeru The Damaja,15,Come Clean
5465,DFC (Duet With MC Eiht),16,Caps Get Peeled
5466,Shyheim,17,On And On
5467,Wu-Tang Clan,18,C.R.E.A.M. (Cash Rules Everything Around Me)
5468,2Pac,19,Keep Ya Head Up
5469,Too $hort,20,Money In The Ghetto
5470,A Tribe Called Quest,21,Award Tour
5471,Masta Ace Incorporated,22,Born To Roll
5472,MeShell Ndegeocello,23,If That's Your Boyfriend
5473,Lighter Shade Of Brown,24,Hey D.J.
5474,Kris Kross,25,Da Bomb
5475,Snoop Doggy Dogg,1,Gin And Juice
5476,Salt-N-Pepa Featuring En Vogue,2,Whatta Man
5477,OutKast,3,Player's Ball
5478,12 Gauge,4,Dunkie Butt (Please Please Please)
5479,M.C. Hammer,5,It's All Good
5480,US3,6,Cantaloop (Flip Fantasia)
5481,Shaquille O'Neal,7,I'm Outstanding
5482,Ice Cube,8,You Know How We Do It
5483,Domino,9,Getto Jam
5484,Gang Starr,10,Mass Appeal
5485,Queen Latifah,11,Just Another Day
5486,The Conscious Daughters,12,Something To Ride To
5487,A Tribe Called Quest,13,Electric Relaxation
5488,Queen Latifah,14,U.N.I.T.Y.
5489,Shabba Ranks Featuring Patra And Terri & Monica,15,"Family Affair (From ""Addams Family Values"")"
5490,Wu-Tang Clan,16,C.R.E.A.M. (Cash Rules Everything Around Me)
5491,M.C. Hammer,17,Pumps And A Bump
5492,Lighter Shade Of Brown,18,Hey D.J.
5493,Masta Ace Incorporated,19,Born To Roll
5494,DFC (Duet With MC Eiht),20,Caps Get Peeled
5495,Tag Team,21,Whoomp! (There It Is)
5496,Sudden Change,22,Comin' On Strong
5497,Too $hort,23,Money In The Ghetto
5498,Shyheim,24,On And On
5499,Kris Kross,25,Da Bomb
5500,OutKast,1,Player's Ball
5501,Snoop Doggy Dogg,2,Gin And Juice
5502,Salt-N-Pepa Featuring En Vogue,3,Whatta Man
5503,12 Gauge,4,Dunkie Butt (Please Please Please)
5504,US3,5,Cantaloop (Flip Fantasia)
5505,Shaquille O'Neal,6,I'm Outstanding
5506,M.C. Hammer,7,It's All Good
5507,Ice Cube,8,You Know How We Do It
5508,M.C. Hammer,9,Pumps And A Bump
5509,Masta Ace Incorporated,10,Born To Roll
5510,The Conscious Daughters,11,Something To Ride To
5511,Gang Starr,12,Mass Appeal
5512,A Tribe Called Quest,13,Electric Relaxation
5513,Heavy D & The Boyz,14,Got Me Waiting
5514,Queen Latifah,15,Just Another Day
5515,Domino,16,Getto Jam
5516,Wu-Tang Clan,17,C.R.E.A.M. (Cash Rules Everything Around Me)
5517,Lighter Shade Of Brown,18,Hey D.J.
5518,Sudden Change,19,Comin' On Strong
5519,DFC (Duet With MC Eiht),20,Caps Get Peeled
5520,MeShell Ndegeocello,21,If That's Your Boyfriend
5521,Queen Latifah,22,U.N.I.T.Y.
5522,Shabba Ranks Featuring Patra And Terri & Monica,23,"Family Affair (From ""Addams Family Values"")"
5523,Shyheim,24,On And On
5524,Tag Team,25,Whoomp! (There It Is)
5525,OutKast,1,Player's Ball
5526,Snoop Doggy Dogg,2,Gin And Juice
5527,Salt-N-Pepa Featuring En Vogue,3,Whatta Man
5528,12 Gauge,4,Dunkie Butt (Please Please Please)
5529,Masta Ace Incorporated,5,Born To Roll
5530,Heavy D & The Boyz,6,Got Me Waiting
5531,US3,7,Cantaloop (Flip Fantasia)
5532,Shaquille O'Neal,8,I'm Outstanding
5533,M.C. Hammer,9,Pumps And A Bump
5534,Ice Cube,10,You Know How We Do It
5535,The Conscious Daughters,11,Something To Ride To
5536,M.C. Hammer,12,It's All Good
5537,A Tribe Called Quest,13,Electric Relaxation
5538,Gang Starr,14,Mass Appeal
5539,Queen Latifah,15,Just Another Day
5540,Sudden Change,16,Comin' On Strong
5541,Simple E,17,Play My Funk
5542,Wu-Tang Clan,18,C.R.E.A.M. (Cash Rules Everything Around Me)
5543,Domino,19,Getto Jam
5544,Lighter Shade Of Brown,20,Hey D.J.
5545,Shyheim,21,On And On
5546,DFC (Duet With MC Eiht),22,Caps Get Peeled
5547,MeShell Ndegeocello,23,If That's Your Boyfriend
5548,Queen Latifah,24,U.N.I.T.Y.
5549,Nas,25,It Ain't Hard To Tell
5550,OutKast,1,Player's Ball
5551,Snoop Doggy Dogg,2,Gin And Juice
5552,Heavy D & The Boyz,3,Got Me Waiting
5553,12 Gauge,4,Dunkie Butt (Please Please Please)
5554,Masta Ace Incorporated,5,Born To Roll
5555,Salt-N-Pepa Featuring En Vogue,6,Whatta Man
5556,The Conscious Daughters,7,Something To Ride To
5557,US3,8,Cantaloop (Flip Fantasia)
5558,Shaquille O'Neal,9,I'm Outstanding
5559,Ice Cube,10,You Know How We Do It
5560,M.C. Hammer,11,Pumps And A Bump
5561,M.C. Hammer,12,It's All Good
5562,Wu-Tang Clan,13,C.R.E.A.M. (Cash Rules Everything Around Me)
5563,Sudden Change,14,Comin' On Strong
5564,Gang Starr,15,Mass Appeal
5565,A Tribe Called Quest,16,Electric Relaxation
5566,Simple E,17,Play My Funk
5567,Queen Latifah,18,Just Another Day
5568,Shyheim,19,On And On
5569,Lighter Shade Of Brown,20,Hey D.J.
5570,Nas,21,It Ain't Hard To Tell
5571,Domino,22,Sweet Potatoe Pie
5572,DFC (Duet With MC Eiht),23,Caps Get Peeled
5573,2Pac Duet With Mopreme,24,Papa'z Song
5574,MeShell Ndegeocello,25,If That's Your Boyfriend
5575,OutKast,1,Player's Ball
5576,Heavy D & The Boyz,2,Got Me Waiting
5577,Snoop Doggy Dogg,3,Gin And Juice
5578,12 Gauge,4,Dunkie Butt (Please Please Please)
5579,Ice Cube,5,You Know How We Do It
5580,Masta Ace Incorporated,6,Born To Roll
5581,Salt-N-Pepa Featuring En Vogue,7,Whatta Man
5582,M.C. Hammer,8,Pumps And A Bump
5583,US3,9,Cantaloop (Flip Fantasia)
5584,Wu-Tang Clan,10,C.R.E.A.M. (Cash Rules Everything Around Me)
5585,The Conscious Daughters,11,Something To Ride To
5586,Sudden Change,12,Comin' On Strong
5587,Shaquille O'Neal,13,I'm Outstanding
5588,M.C. Hammer,14,It's All Good
5589,South Central Cartel,15,Gang Stories
5590,A Tribe Called Quest,16,Electric Relaxation
5591,Gang Starr,17,Mass Appeal
5592,Queen Latifah,18,Just Another Day
5593,Simple E,19,Play My Funk
5594,Nas,20,It Ain't Hard To Tell
5595,Lighter Shade Of Brown,21,Hey D.J.
5596,Domino,22,Sweet Potatoe Pie
5597,Shyheim,23,On And On
5598,Black Moon,24,I Got Cha Opin
5599,Tag Team,25,Whoomp! (There It Is)
5600,OutKast,1,Player's Ball
5601,Heavy D & The Boyz,2,Got Me Waiting
5602,Snoop Doggy Dogg,3,Gin And Juice
5603,12 Gauge,4,Dunkie Butt (Please Please Please)
5604,Masta Ace Incorporated,5,Born To Roll
5605,Ice Cube,6,You Know How We Do It
5606,M.C. Hammer,7,Pumps And A Bump
5607,Wu-Tang Clan,8,C.R.E.A.M. (Cash Rules Everything Around Me)
5608,US3,9,Cantaloop (Flip Fantasia)
5609,Sudden Change,10,Comin' On Strong
5610,Salt-N-Pepa Featuring En Vogue,11,Whatta Man
5611,South Central Cartel,12,Gang Stories
5612,The Conscious Daughters,13,Something To Ride To
5613,Gang Starr,14,Mass Appeal
5614,Simple E,15,Play My Funk
5615,M.C. Hammer,16,It's All Good
5616,Shaquille O'Neal,17,I'm Outstanding
5617,A Tribe Called Quest,18,Electric Relaxation
5618,Nas,19,It Ain't Hard To Tell
5619,Domino,20,Sweet Potatoe Pie
5620,Queen Latifah,21,Just Another Day
5621,Black Moon,22,I Got Cha Opin
5622,Lighter Shade Of Brown,23,Hey D.J.
5623,Shyheim,24,On And On
5624,Patra,25,Worker Man
5625,OutKast,1,Player's Ball
5626,Heavy D & The Boyz,2,Got Me Waiting
5627,12 Gauge,3,Dunkie Butt (Please Please Please)
5628,M.C. Hammer,4,Pumps And A Bump
5629,Masta Ace Incorporated,5,Born To Roll
5630,Snoop Doggy Dogg,6,Gin And Juice
5631,Domino,7,Sweet Potatoe Pie
5632,Wu-Tang Clan,8,C.R.E.A.M. (Cash Rules Everything Around Me)
5633,Ice Cube,9,You Know How We Do It
5634,Sudden Change,10,Comin' On Strong
5635,The Conscious Daughters,11,Something To Ride To
5636,US3,12,Cantaloop (Flip Fantasia)
5637,Nas,13,It Ain't Hard To Tell
5638,Salt-N-Pepa Featuring En Vogue,14,Whatta Man
5639,Simple E,15,Play My Funk
5640,M.C. Hammer,16,It's All Good
5641,South Central Cartel,17,Gang Stories
5642,Black Moon,18,I Got Cha Opin
5643,Gang Starr,19,Mass Appeal
5644,Queen Latifah,20,Just Another Day
5645,Patra,21,Worker Man
5646,A Tribe Called Quest,22,Electric Relaxation
5647,Illegal,23,Back In The Day
5648,Shaquille O'Neal,24,I'm Outstanding
5649,Lighter Shade Of Brown,25,Hey D.J.
5650,Heavy D & The Boyz,1,Got Me Waiting
5651,OutKast,2,Player's Ball
5652,Domino,3,Sweet Potatoe Pie
5653,12 Gauge,4,Dunkie Butt (Please Please Please)
5654,Masta Ace Incorporated,5,Born To Roll
5655,M.C. Hammer,6,Pumps And A Bump
5656,Snoop Doggy Dogg,7,Gin And Juice
5657,Sudden Change,8,Comin' On Strong
5658,Ice Cube,9,You Know How We Do It
5659,Wu-Tang Clan,10,C.R.E.A.M. (Cash Rules Everything Around Me)
5660,The Conscious Daughters,11,Something To Ride To
5661,US3,12,Cantaloop (Flip Fantasia)
5662,Salt-N-Pepa Featuring En Vogue,13,Whatta Man
5663,Warren G & Nate Dogg,14,Regulate
5664,South Central Cartel,15,Gang Stories
5665,Simple E,16,Play My Funk
5666,M.C. Hammer,17,It's All Good
5667,Patra,18,Worker Man
5668,Black Moon,19,I Got Cha Opin
5669,Nas,20,It Ain't Hard To Tell
5670,A Tribe Called Quest,21,Electric Relaxation
5671,Queen Latifah,22,Just Another Day
5672,Gang Starr,23,Mass Appeal
5673,Illegal,24,Back In The Day
5674,Lighter Shade Of Brown,25,Hey D.J.
5675,Heavy D & The Boyz,1,Got Me Waiting
5676,OutKast,2,Player's Ball
5677,M.C. Hammer,3,Pumps And A Bump
5678,Domino,4,Sweet Potatoe Pie
5679,Warren G & Nate Dogg,5,Regulate
5680,12 Gauge,6,Dunkie Butt (Please Please Please)
5681,Masta Ace Incorporated,7,Born To Roll
5682,Wu-Tang Clan,8,C.R.E.A.M. (Cash Rules Everything Around Me)
5683,Sudden Change,9,Comin' On Strong
5684,Ice Cube,10,You Know How We Do It
5685,Snoop Doggy Dogg,11,Gin And Juice
5686,Patra,12,Worker Man
5687,The Conscious Daughters,13,Something To Ride To
5688,Simple E,14,Play My Funk
5689,M.C. Hammer,15,It's All Good
5690,Black Moon,16,I Got Cha Opin
5691,Ahmad,17,Back In The Day
5692,US3,18,Cantaloop (Flip Fantasia)
5693,Nas,19,It Ain't Hard To Tell
5694,Salt-N-Pepa Featuring En Vogue,20,Whatta Man
5695,South Central Cartel,21,Gang Stories
5696,A Tribe Called Quest,22,Electric Relaxation
5697,Smif-N-Wessun,23,Bucktown/Let's Get It On
5698,Gang Starr,24,Mass Appeal
5699,Lighter Shade Of Brown,25,Hey D.J.
5700,Heavy D & The Boyz,1,Got Me Waiting
5701,Warren G & Nate Dogg,2,Regulate
5702,OutKast,3,Player's Ball
5703,Domino,4,Sweet Potatoe Pie
5704,M.C. Hammer,5,Pumps And A Bump
5705,12 Gauge,6,Dunkie Butt (Please Please Please)
5706,Masta Ace Incorporated,7,Born To Roll
5707,Sudden Change,8,Comin' On Strong
5708,Ice Cube,9,You Know How We Do It
5709,Wu-Tang Clan,10,C.R.E.A.M. (Cash Rules Everything Around Me)
5710,Snoop Doggy Dogg,11,Gin And Juice
5711,The Conscious Daughters,12,Something To Ride To
5712,Patra,13,Worker Man
5713,Smif-N-Wessun,14,Bucktown/Let's Get It On
5714,Black Moon,15,I Got Cha Opin
5715,Nas,16,It Ain't Hard To Tell
5716,Simple E,17,Play My Funk
5717,Ahmad,18,Back In The Day
5718,The Crooklyn Dodgers,19,Crooklyn
5719,M.C. Hammer,20,It's All Good
5720,Salt-N-Pepa Featuring En Vogue,21,Whatta Man
5721,Jeru The Damaja,22,D. Original
5722,Illegal,23,Back In The Day
5723,A Tribe Called Quest,24,Electric Relaxation
5724,US3,25,Cantaloop (Flip Fantasia)
5725,Warren G & Nate Dogg,1,Regulate
5726,Heavy D & The Boyz,2,Got Me Waiting
5727,OutKast,3,Player's Ball
5728,M.C. Hammer,4,Pumps And A Bump
5729,Domino,5,Sweet Potatoe Pie
5730,12 Gauge,6,Dunkie Butt (Please Please Please)
5731,Masta Ace Incorporated,7,Born To Roll
5732,Sudden Change,8,Comin' On Strong
5733,The Crooklyn Dodgers,9,Crooklyn
5734,Patra,10,Worker Man
5735,Wu-Tang Clan,11,C.R.E.A.M. (Cash Rules Everything Around Me)
5736,Ice Cube,12,You Know How We Do It
5737,Arrested Development,13,Ease My Mind
5738,Snoop Doggy Dogg,14,Gin And Juice
5739,Black Moon,15,I Got Cha Opin
5740,Smif-N-Wessun,16,Bucktown/Let's Get It On
5741,Ahmad,17,Back In The Day
5742,The Conscious Daughters,18,Something To Ride To
5743,Nas,19,It Ain't Hard To Tell
5744,Simple E,20,Play My Funk
5745,Tag Team,21,"Here It Is, Bam!"
5746,Jeru The Damaja,22,D. Original
5747,US3,23,Cantaloop (Flip Fantasia)
5748,Coolio,24,Fantastic Voyage
5749,M.C. Hammer,25,It's All Good
5750,Warren G & Nate Dogg,1,Regulate
5751,Heavy D & The Boyz,2,Got Me Waiting
5752,Da Brat,3,Funkdafied
5753,M.C. Hammer,4,Pumps And A Bump
5754,Domino,5,Sweet Potatoe Pie
5755,OutKast,6,Player's Ball
5756,12 Gauge,7,Dunkie Butt (Please Please Please)
5757,The Crooklyn Dodgers,8,Crooklyn
5758,Patra,9,Worker Man
5759,Arrested Development,10,Ease My Mind
5760,Sudden Change,11,Comin' On Strong
5761,Ahmad,12,Back In The Day
5762,Masta Ace Incorporated,13,Born To Roll
5763,Wu-Tang Clan,14,C.R.E.A.M. (Cash Rules Everything Around Me)
5764,Smif-N-Wessun,15,Bucktown/Let's Get It On
5765,Ice Cube,16,You Know How We Do It
5766,Coolio,17,Fantastic Voyage
5767,Snoop Doggy Dogg,18,Gin And Juice
5768,Black Moon,19,I Got Cha Opin
5769,The Conscious Daughters,20,Something To Ride To
5770,Illegal,21,Back In The Day
5771,Nas,22,It Ain't Hard To Tell
5772,E-40,23,Captain Save A Hoe
5773,Simple E,24,Play My Funk
5774,Jeru The Damaja,25,D. Original
5775,Warren G & Nate Dogg,1,Regulate
5776,Da Brat,2,Funkdafied
5777,Heavy D & The Boyz,3,Got Me Waiting
5778,Domino,4,Sweet Potatoe Pie
5779,M.C. Hammer,5,Pumps And A Bump
5780,OutKast,6,Player's Ball
5781,The Crooklyn Dodgers,7,Crooklyn
5782,Patra,8,Worker Man
5783,12 Gauge,9,Dunkie Butt (Please Please Please)
5784,Ahmad,10,Back In The Day
5785,Sudden Change,11,Comin' On Strong
5786,Arrested Development,12,Ease My Mind
5787,Coolio,13,Fantastic Voyage
5788,Masta Ace Incorporated,14,Born To Roll
5789,Ice Cube,15,You Know How We Do It
5790,Black Moon,16,I Got Cha Opin
5791,69 Boyz,17,Tootsee Roll
5792,Wu-Tang Clan,18,C.R.E.A.M. (Cash Rules Everything Around Me)
5793,Smif-N-Wessun,19,Bucktown/Let's Get It On
5794,Snoop Doggy Dogg,20,Gin And Juice
5795,E-40,21,Captain Save A Hoe
5796,The Conscious Daughters,22,Something To Ride To
5797,Nas,23,It Ain't Hard To Tell
5798,Illegal,24,Back In The Day
5799,Fugees,25,Nappy Heads
5800,Da Brat,1,Funkdafied
5801,Warren G & Nate Dogg,2,Regulate
5802,Heavy D & The Boyz,3,Got Me Waiting
5803,Domino,4,Sweet Potatoe Pie
5804,M.C. Hammer,5,Pumps And A Bump
5805,The Crooklyn Dodgers,6,Crooklyn
5806,OutKast,7,Player's Ball
5807,69 Boyz,8,Tootsee Roll
5808,Ahmad,9,Back In The Day
5809,Patra,10,Worker Man
5810,12 Gauge,11,Dunkie Butt (Please Please Please)
5811,Arrested Development,12,Ease My Mind
5812,Sudden Change,13,Comin' On Strong
5813,Coolio,14,Fantastic Voyage
5814,Masta Ace Incorporated,15,Born To Roll
5815,E-40,16,Captain Save A Hoe
5816,Black Moon,17,I Got Cha Opin
5817,Ice Cube,18,You Know How We Do It
5818,Wu-Tang Clan,19,C.R.E.A.M. (Cash Rules Everything Around Me)
5819,Smif-N-Wessun,20,Bucktown/Let's Get It On
5820,Snoop Doggy Dogg,21,Gin And Juice
5821,The Conscious Daughters,22,Something To Ride To
5822,A Tribe Called Quest,23,Oh My God
5823,Tag Team,24,"Here It Is, Bam!"
5824,Nas,25,It Ain't Hard To Tell
5825,Da Brat,1,Funkdafied
5826,Warren G & Nate Dogg,2,Regulate
5827,Ahmad,3,Back In The Day
5828,Arrested Development,4,Ease My Mind
5829,Heavy D & The Boyz,5,Got Me Waiting
5830,Domino,6,Sweet Potatoe Pie
5831,M.C. Hammer,7,Pumps And A Bump
5832,The Crooklyn Dodgers,8,Crooklyn
5833,OutKast,9,Player's Ball
5834,Coolio,10,Fantastic Voyage
5835,Patra,11,Worker Man
5836,69 Boyz,12,Tootsee Roll
5837,12 Gauge,13,Dunkie Butt (Please Please Please)
5838,Masta Ace Incorporated,14,Born To Roll
5839,A Tribe Called Quest,15,Oh My God
5840,E-40,16,Captain Save A Hoe
5841,Fugees,17,Nappy Heads
5842,Black Moon,18,I Got Cha Opin
5843,Sudden Change,19,Comin' On Strong
5844,Smif-N-Wessun,20,Bucktown/Let's Get It On
5845,Wu-Tang Clan,21,C.R.E.A.M. (Cash Rules Everything Around Me)
5846,Ice Cube,22,You Know How We Do It
5847,Snoop Doggy Dogg,23,Gin And Juice
5848,Volume 10,24,Pump
5849,The Conscious Daughters,25,Something To Ride To
5850,Da Brat,1,Funkdafied
5851,Warren G & Nate Dogg,2,Regulate
5852,Coolio,3,Fantastic Voyage
5853,Ahmad,4,Back In The Day
5854,Patra,5,Worker Man
5855,The Crooklyn Dodgers,6,Crooklyn
5856,Heavy D & The Boyz,7,Got Me Waiting
5857,Arrested Development,8,Ease My Mind
5858,69 Boyz,9,Tootsee Roll
5859,M.C. Hammer,10,Pumps And A Bump
5860,Domino,11,Sweet Potatoe Pie
5861,OutKast,12,Player's Ball
5862,Fugees,13,Nappy Heads
5863,Nice & Smooth,14,Old To The New
5864,12 Gauge,15,Dunkie Butt (Please Please Please)
5865,E-40,16,Captain Save A Hoe
5866,The Puppies,17,Funky Y-2-C
5867,Masta Ace Incorporated,18,Born To Roll
5868,Smif-N-Wessun,19,Bucktown/Let's Get It On
5869,Ill Al Skratch,20,Where My Homiez?
5870,Sudden Change,21,Comin' On Strong
5871,Black Moon,22,I Got Cha Opin
5872,A Tribe Called Quest,23,Oh My God
5873,King Just,24,Warrior's Drum
5874,Ice Cube,25,You Know How We Do It
5875,Da Brat,1,Funkdafied
5876,Warren G & Nate Dogg,2,Regulate
5877,Coolio,3,Fantastic Voyage
5878,Ahmad,4,Back In The Day
5879,The Crooklyn Dodgers,5,Crooklyn
5880,69 Boyz,6,Tootsee Roll
5881,Nice & Smooth,7,Old To The New
5882,Gravediggaz,8,Diary Of A Madman
5883,M.C. Hammer,9,Pumps And A Bump
5884,Arrested Development,10,Ease My Mind
5885,Patra,11,Worker Man
5886,Heavy D & The Boyz,12,Got Me Waiting
5887,The Puppies,13,Funky Y-2-C
5888,OutKast,14,Southernplayalisticadillacmuzik
5889,Fugees,15,Nappy Heads
5890,Domino,16,Sweet Potatoe Pie
5891,E-40,17,Captain Save A Hoe
5892,OutKast,18,Player's Ball
5893,12 Gauge,19,Dunkie Butt (Please Please Please)
5894,Ill Al Skratch,20,Where My Homiez?
5895,Masta Ace Incorporated,21,Born To Roll
5896,A Tribe Called Quest,22,Oh My God
5897,Mad Lion,23,Take It Easy
5898,Heavy D & The Boyz,24,Nuttin' But Love
5899,Smif-N-Wessun,25,Bucktown/Let's Get It On
5900,Da Brat,1,Funkdafied
5901,Warren G & Nate Dogg,2,Regulate
5902,Coolio,3,Fantastic Voyage
5903,Ahmad,4,Back In The Day
5904,69 Boyz,5,Tootsee Roll
5905,Nice & Smooth,6,Old To The New
5906,The Puppies,7,Funky Y-2-C
5907,Ill Al Skratch,8,Where My Homiez?
5908,The Crooklyn Dodgers,9,Crooklyn
5909,OutKast,10,Southernplayalisticadillacmuzik
5910,Gravediggaz,11,Diary Of A Madman
5911,E-40,12,Captain Save A Hoe
5912,Public Enemy,13,Give It Up
5913,Patra,14,Worker Man
5914,M.C. Hammer,15,Pumps And A Bump
5915,Arrested Development,16,Ease My Mind
5916,Heavy D & The Boyz,17,Got Me Waiting
5917,Fugees,18,Nappy Heads
5918,Mad Lion,19,Take It Easy
5919,Volume 10,20,Pump
5920,Wu-Tang Clan,21,C.R.E.A.M. (Cash Rules Everything Around Me)
5921,Heavy D & The Boyz,22,Nuttin' But Love
5922,12 Gauge,23,Dunkie Butt (Please Please Please)
5923,Domino,24,Sweet Potatoe Pie
5924,OutKast,25,Player's Ball
5925,Da Brat,1,Funkdafied
5926,Warren G & Nate Dogg,2,Regulate
5927,Coolio,3,Fantastic Voyage
5928,69 Boyz,4,Tootsee Roll
5929,Ahmad,5,Back In The Day
5930,Public Enemy,6,Give It Up
5931,The Puppies,7,Funky Y-2-C
5932,Ill Al Skratch,8,Where My Homiez?
5933,The Crooklyn Dodgers,9,Crooklyn
5934,OutKast,10,Southernplayalisticadillacmuzik
5935,Gravediggaz,11,Diary Of A Madman
5936,Nice & Smooth,12,Old To The New
5937,Patra,13,Worker Man
5938,Fugees,14,Nappy Heads
5939,M.C. Hammer,15,Pumps And A Bump
5940,Heavy D & The Boyz,16,Nuttin' But Love
5941,Heavy D & The Boyz,17,Got Me Waiting
5942,E-40,18,Captain Save A Hoe
5943,12 Gauge,19,Dunkie Butt (Please Please Please)
5944,Volume 10,20,Pump
5945,OutKast,21,Player's Ball
5946,Mad Lion,22,Take It Easy
5947,Arrested Development,23,Ease My Mind
5948,Domino,24,Sweet Potatoe Pie
5949,Masta Ace Incorporated,25,Born To Roll
5950,Da Brat,1,Funkdafied
5951,Coolio,2,Fantastic Voyage
5952,Warren G & Nate Dogg,3,Regulate
5953,69 Boyz,4,Tootsee Roll
5954,Public Enemy,5,Give It Up
5955,Ahmad,6,Back In The Day
5956,The Puppies,7,Funky Y-2-C
5957,Warren G,8,This D.J.
5958,Ill Al Skratch,9,Where My Homiez?
5959,Ice Cube Featuring George Clinton,10,Bop Gun (One Nation)
5960,Gravediggaz,11,Diary Of A Madman
5961,OutKast,12,Southernplayalisticadillacmuzik
5962,Nice & Smooth,13,Old To The New
5963,The Crooklyn Dodgers,14,Crooklyn
5964,Mad Lion,15,Take It Easy
5965,Heavy D & The Boyz,16,Nuttin' But Love
5966,Fugees,17,Nappy Heads
5967,Volume 10,18,Pump
5968,Patra,19,Worker Man
5969,E-40,20,Captain Save A Hoe
5970,Heavy D & The Boyz,21,Got Me Waiting
5971,M.C. Hammer,22,Pumps And A Bump
5972,12 Gauge,23,Dunkie Butt (Please Please Please)
